id	source_origin	source_id	text_nan_poj	text_en	text_nan_tc	warning_text_nan_poj	warning_text_en	warning_text_nan_tc
104	wiki	104	Taⁿ Bân-lâm-gú ê im-phiau siāng-chió chhiau-kòe 64 chióng (Iûⁿ Ún-giân, Tiuⁿ Ha̍k-khiam, 1999 nî), ē-sái kóng sī pah-pah-khóan. Ū-ê iōng chù-im hû-hō, ū-ê iōng Khá-nah, ū-ê iōng Hangeul. Ah siāng-kài chē--ê sī sú-iōng Lô-má-jī. Chóng--sī, bo̍k-chiân lóng iáu-bōe thóng-it. Chōe-chōe chióng phèng-im tang-tiong, siāng-kài sî-kiâⁿ, sú-iōng jîn-kháu siāng-kài chē--ê sī Tâi-lô, Pe̍h-ōe-jī (Kàu-hōe Lô-má-jī), TLPA kah Tong-iōng Phèng-im.	Taiwanese Hokkien phonetics system can be differentiated into 64 sounds (Yun Un-gian, Tiuⁿ Ha̍k-khiam, 1999), which can be classified into eight groups. Some use the Initials Finals system, some use Kana, and some use Hangeul, but the most common system is the Romanization system. However, there's no universally agreed system as of now. The most convenient and commonly used are the Tai-lo, Pe̍h-ōe-jī (Church Romanization), TLPA and Tongyong Pinyin.			Not original	
105	wiki	105	Pí-kàu	Comparison			Not original	
106	wiki	106	Pe̍h-ōe-jī: chhiáⁿ chham-khó Pe̍h-ōe-jī chit-phiⁿ bûn-chiuⁿ.	Pe̍h-ōe-jī: Refer to Pe̍h-ōe-jī for more details.			Not original	
107	wiki	107	TLPA (Tâi-gú Im-phiau Hong-àn, tha̍k-chòe “Tho͘-lú-pà”)	TLPA (Taiwanese Phonetic Alphabet, also known as "Tâi-lô")			Not original	
108	wiki	108	1991 nî 8 go̍eh 17 hō, ha̍k-chiá Âng Ûi-jîn, Tiuⁿ Jū-hông, Táng Tiong-su saⁿ lâng chhōa-thâu sêng-li̍p Tâi-ôan Gú-bûn Ha̍k-hōe. Bô lōa kú liáu-āu, Tâi-ôan Gú-bûn Ha̍k-hōe tī Pe̍h-ōe-jī im-phiau hē-thóng ê ki-chhó͘ siōng chè-tēng chhut chi̍t-thò sin ê Tâi-gí Im-phiau, hō-miâ “Tâi-gú Im-phiau Hong-àn”.	On August 17, 1991, the scholars Ang Ui-jin, Tiuⁿ Jū-hong, Táng Tiong-su founded the Taiwanese Language Association. Soon after, based on the phonetic system of Pe̍h-ōe-jī, the Taiwanese Language Association proposed a new Taiwanese Phonetic Alphabet, also known as the "Taiwanese Phonetic Alphabet".			Not original	
109	wiki	109	Beh chè-tēng TLPA ê gôan-in sī:	The rationale for proposing TLPA is:			Not original	
110	wiki	110	(1) Tâi-gí im-phiau ū chin chōe thò, chó͘-gāi Tâi-ôan gú-giân ê ha̍k-si̍p kah hoat-tián;	(1) The phonetics of Taiwanese is quite complex, vital for the teaching and learning of Taiwanese language.			Not original	
111	wiki	111	(2) Pe̍h-ōe-jī bô ôan-chôan sek-ha̍p tiān-náu.	(2) Pe̍h-ōe-jī lacks a systematic integration of tones and signs.			Not original	
112	wiki	112	TLPA hām POJ siōng chú-iàu ê chha-pia̍t sī:	The major difference between TLPA and POJ is:			Not original	
113	wiki	113	TLPA kong-pò͘ liáu-āu, tī Tâi-ôan Bân-lâm-gí-kài ín-khì chin tōa ê hong-pho, chō-chiâⁿ TLPA ê chi-chhî-chiá hām POJ chi-chhî-chiá nn̄g phài chi-kan tn̂g-kî lâi leh tùi-khòng.	TLPA, which has been established for a shorter time, has had a significant influence in Taiwanese Hokkien, particularly in the pronunciation of characters in TLPA and POJ which are quite different and need to be studied separately.			Not original	
114	wiki	114	Thong-iōng Phèng-im	Common phonetics			Not original	
115	wiki	115	Hok-kiàn ê Bân-lâm-gú phèng-im hong-àn	The phonetic notation of Hokkien in Fujian			Not original	
116	wiki	116	Hok-kiàn Bân-lâm, oân-á sī siāng chá sî-kiâⁿ Pe̍h-ōe-jī ê só͘-chāi chi-it. Chit hong-bīn ê sìn-sit chhiáⁿ chham-khòaⁿ Bân-lâm-gí Pe̍h-ōe-jī ê le̍k-sú. Kàu kah hiān-chú-sî ûi chí, tī Bân-lâm bîn-kan ê kàu-tn̂g, ôan-á iáu-koh ū lâng teh sú-iōng Pe̍h-ōe-jī, put-jî-kò lâng-sò͘ í-keng bô chōe--ah.	In Hokkien, Fujian, the pronunciation is very similar to the characters of the Hokkien Romanized script, commonly known as Pe̍h-ōe-jī. This phenomenon allows for an easier understanding of the Hokkien Romanized script. However, at present in Fujian, while some people still use Hokkien Romanized script, fewer people are learning it.			Not original	
117	wiki	117	Phó͘-Bân-sek: Ē-mn̂g Tāi-ha̍k Tiong-kok Gú-giân-bûn-ha̍k Gián-kiù-só͘ Hàn-gú-hong-giân Sek tī 1982 nî pian-siá chi̍t-pún miâ hō͘-chòe “Phó͘-thong-ōe Bân-lâm Hong-giân Sû-tián” ê tù-chiok. Chit-pún sû-tián só͘ chhái-iōng ê lô-má phèng-im hong-àn, kán-chheng “Phó͘-Bân-sek”. Lō͘-bé it-ti̍t hō͘ Tiong-kok Tāi-lio̍k ê chit-pō͘-hūn ha̍k-chiá the̍h-lâi sú-iōng.	The Common Hokkien Romanized System, also known as the Phonemic Ruby Characters: Xiamen University's National Language Research Center in China published a dictionary called "Common Language Hokkien Dialect Dictionary" in 1982. This dictionary uses alphabet notation similar to the International Phonetic Alphabet, hence it's often referred to as the "Common Hokkien Romanized System". This notation primarily serves as reference for scholars in Mainland China's linguistics field.			Not original	
118	wiki	118	Put-jî-kò, Tī Tiong-kok Tāi-lio̍k, tùi Bân-lâm-gí lâi kóng, siāng-kài chē lâng sú-iōng ê im-phiau, sī Kok-chè Im-piau.	However, when it comes to phonetics of Hokkien in mainland China, the phonetic system most commonly used by scholars is the National Phonetic Alphabet.			Not original	
119	wiki	119	Bûn-jī kap su-siá	Literature and writings			Not original	
120	wiki	120	Chá-kî ê Bân-lâm-gú bûn-ha̍k	Early Hokkien literature			Not original	
121	wiki	121	Tiong-kok kó͘-tāi Hàn-gú bûn-ha̍k, thàu-té sī Khóng-chú-jī ê bûn-hiàn chiàm cho̍at-tùi ê iâⁿ-bīn, iah nā sio̍k-î pe̍h-ōe-bûn ê Tn̂g-lâng-jī, to̍h chiâⁿ hán-tit the̍h lâi chòe bûn-ha̍k chhòng-chok. It-ti̍t kàu kah Bêng, Chheng ê sî-tāi, chiah khah chia̍p ū leh khòaⁿ tio̍h thong-sio̍k ê kháu-gú siáu-soat, pí-lūn Tiong-kok ê kó͘-tián sù tāi bêng-chok to̍h-sī chit-ê sî-kî ê chok-phín. Tī chit-chióng khôan-kéng kah pōe-kéng chi-hā, siōng chá ê Bân-lâm-gú bûn-ha̍k chok-phín Lē-kiàⁿ-kì chhut-pán, pēng-chhiáⁿ tī Chôan-chiu kah Tiô-chiu chit-tah chiâⁿ-chòe kài sî-kiâⁿ ê hì-bûn. Put-jî-kò si̍t-chāi kóng, Lē-kiàⁿ-kì iáu-koh m̄-sī chin-chin-chiàⁿ-chiàⁿ ê Bân-lâm-gú bûn.	The literature of the early Chinese era often originated from the vulgar language of the Confucian texts, or the variant Chinese characters found in Buddhist texts; they then borrowed the influence of the Tang and Song dynasties to further develop. Until the Ming and Qing dynasties, when the rest of China began to see a rise in vernacular literature, it's often said that the earliest form of Hokkien literature, the Fukien Rhyme-Prose, appeared first in Quanzhou and Chaozhou regions in the Song dynasty. However, to be precise, it wasn't exactly the Hokkien literature as we know it today.			Not original	
122	wiki	122	Siōng-kài ē-tàng tāi-piáu chá-kî Bân-lâm-gú bûn-jī--ê sī kì-chài Chôan-chiu lâm-kóan gē-su̍t ê ga̍k-phó͘ kah lō͘-bóe kì-chài koa-á-hì hì-bûn ê koa-á-chheh.	The earliest types of Hokkien written records can be found in songs, verses, and operas that originated from the Quanzhou and Zhangzhou regions.			Not original	
123	wiki	123	20 sè-kì téng-pòaⁿ-tōaⁿ ê Bân-lâm-gú-bûn ūn-tōng	20th Century's Hokkien literature development			Not original	
124	wiki	124	Se-gôan 20 sè-kì ê chá-kî kah tiong-kî, Tâi-ôan khì hō͘ Ji̍t-pún si̍t-bîn thóng-tī. Hit-tong-sî, chi̍t-kóa-á Tâi-ôan chāi-tōe ê bûn-ha̍k jîn-sū hoat-kak tio̍h pún-thó͘ gú-giân ê tiōng-iàu. In ho͘-iok Tâi-ôan chāi-tōe-lâng to̍h-ài iōng “siōng-kài chhin-chhiat ê Tâi-ôan-ōe lâi chhòng-chok Tâi-ôan ê bûn-ha̍k”. Put-jî-kò in-ūi Ji̍t-pún si̍t-bîn chèng-hú ūi-tio̍h thui-hêng hông-bîn-hòa ūn-tōng, soah chôan-bīn kìm-chí tī Tâi-ôan sú-iōng Hàn-bûn, tì-sú tú leh puh-íⁿ ê hiong-thó͘ bó-gú bûn-ha̍k ūn-tōng soah chôaⁿ chhàu-ta o͘-áu khì. Chit-ê sî-kî, thui-sak hiong-thó͘ bó-gú bûn-ha̍k ūn-tōng ê tāi-piáu jîn-bu̍t, chú-iàu pau-koat: Liân Un-kheng, Liân Ngá-tông, N̂g Se̍k-hui, Keh Chhiu-seng.	During most of the 20th century, due to Japan's rule in Taiwan and subsequent globalization, the application of the Hokkien language in writing was restricted. However, a group of Taiwan intellectuals strived to resist this trend and attempted to redefine language and literature in Taiwan. This led to some Taiwan natives' preference for using the "most unique and vibrant Taiwanese language to rebuild Taiwan literature." However, because Japanese rule may influence the development of the local language and culture, Mandarin, which is dominant in Taiwan, and other foreign literary languages have suppressed the development of local language literature. During this period, the most notable contributors to local language literature have included Lian Un-kheng, Lian Ngá-tông, N̂g Se̍k-hui, and Keh Chhiu-seng.			Not original	
125	wiki	125	1970 nî-tāi ê Bân-lâm-gú-bûn ūn-tōng	The 1970s Taiwanese Literature Movement			Not original	
126	wiki	126	Tū Kok-bîn-tóng chèng-hú soan-pò͘ kái-giâm liáu-āu, Tâi-ôan ê Bân-lâm-gú-bûn chhòng-chok chôaⁿ hiông-hiông sî-kiâⁿ--khí-lâi, chiâⁿ-chōe chok-ka kah ha̍k-chiá mā lóng ka-ji̍p “Bân-lâm-gú-bûn chhòng-chok” chit-ki tūi-ngó͘. Iú-koan chu-liāu ê kì-chài hián-sī, chit-tīn lâng tang-tiong khah chú-iàu--ê sī: Lîm Gím-hiân, Lîm Chong-gôan, N̂g Kèng-liân, Lîm Iong-bín, Âng Ûi-jîn, Tēⁿ Liông-úi, Tân Bêng-jîn, Tō͘-Phoaⁿ Hong-keh, Ngô͘ Siù-lē, Lí Khîn-hōaⁿ téng-téng.	After the Kuo-Min Tang eased its control after the martial law, the literary circle in Taiwan began to pay attention to Taiwanese literature, and both writers and scholars participated in the "Taiwanese Literature Movement". The related main figures include Lim Gim Hian, Lim Chong Guan, Ng Keng Lian, Lim Yong Bin, Ang Ui Jin, Tan Liong Uei, Tan Beng Jiat, Topas Tam, Goh Siow Leng, Lee Kin Hoat, and so on.			Not original	
127	wiki	127	Bân-lâm-gú-bûn ê su-siá hē-thóng	Writing system of Hokkien			Not original	
128	wiki	128	Bân-lâm-gú sī Hàn-cho̍k gí-giân ê chi̍t-chió̍ng. I ê su-siá hē-thóng hām Hiān-tāi Hàn-gú Pe̍h-ōe-bûn ôan-chôan bô sio-siâng. Bân-lâm-gú ê su-siá hē-thóng siá--ê sī Bân-lâm-gú pe̍h-ōe-bûn, mā-sī kháu-gú. Bân-lâm-gú pe̍h-ōe-bûn ū-tang-sî-á kán-chheng hō͘-chòe “Bân-lâm-gú-bûn”. Tâi-ôan khah chia̍p kóng chòe “Tâi-gí-bûn”.	Hokkien is a branch of the Chinese language. Its writing system is very similar to Modern Chinese Phonetic Notation. The written form is colloquial Hokkien, which is also known as "Hokkien Literature". In Taiwan, it's often referred as "Taiwanese Literature".			Not original	
129	wiki	129	Siá Bân-lâm-gú-bûn, chhái-iōng tó-chi̍t-chióng bûn-jī--leh? Si̍t-chāi kóng, chit-ê būn-tôe tī bú-gú-kài kàu taⁿ pēng bô kiōng-sek, jî-chhiáⁿ chit hong-bīn ê khang-khè chú-iàu mā kan-na sī Tâi-ôan-lâng teh chòe. Tī Tâi-ôan, Bân-lâm-gú ê su-siá, chú-iàu ū:	How to write Hokkien Literature? Truthfully, this topic is not fixed and varies from place to place. It's also a more complicated issue in Taiwan. In Taiwan, there are a few different systems for writing in Hokkien:			Not original	
130	wiki	130	Chôan-pō͘ iōng Hàn-jī, kán-chheng “chôan-Hàn”.	Using only Chinese characters, referred to as "full Chinese"			Not original	
131	wiki	131	Chôan-pō͘ iōng Lô-má-jī, kán-chheng “chôan-Lô”.	Using only Romanized script, referred to as "full Roman"			Not original	
132	wiki	132	Hán-jī kah Lô-mā-jī tâng-chê iōng, thàu-lām chòe-chi̍t-ē. Kūn-kù kok lâng siá-jī ê hong-keh kah si̍p-kòan bô kāng-khóan, ē-sái pun-chò “phian-Hàn” kah “phian-Lô”.	Using both Chinese characters and Romanized script in different proportions. Depending on the writer's preference and circumstances, this could be loosely categorized as "semi-Chinese" or "semi-Roman".			Not original	
133	wiki	133	Kî-thaⁿ ê hong-sek, pí-lūn: Chù-im, Khá-nah, Hangeul téng-éng.	Other scripts, such as Chu Nom, Kana, and Hangeul are also used.			Not original	
134	wiki	134	Chóng--sī, hiān-chú-sî, Tâi-ôan Bân-lâm-gú ê su-siá ôan-á iáu-bē ta̍t-sêng thóng-it ê ì-kiàn, phài-hē chiâⁿ chōe, khó-pí chi̍t-iūⁿ bí chhī phah-iūⁿ lâng, hō͘ lâng khòaⁿ kah bū-sahⁿ-sahⁿ koh hoe-kô-kô. Put-jî-kò, chêng 1990 nî-lâi í-lâi, chú-tiuⁿ kiâⁿ chôan-Lô lō͘-sòaⁿ ê siaⁿ-soeh kài tōa, tang-tiong siāng hiáⁿ-ba̍k--ê sī Pe̍h-ōe-jī-bûn. Chi-chhî-chiá kái-soeh kóng chôan-Lô khí-bé ū ē-kha ê iu-tiám, sī Hán-jī a̍h-sī kî-thaⁿ hêng-sek ê bûn-jī hû-hō bô hoat-tō͘ thang pí-phēng--ê:	However, currently, the writing system for Taiwanese Hokkien is not standardised and it can be said to be quite diverse, often resulting in a conundrum for people on how to choose a way to write it easily and unambiguously. Nevertheless, since the 1990s, a consensus to mainly use Romanization, particularly Pe̍h-ōe-jī, has gradually formed. The main reason to use Romanized script over Chinese characters or other scripts is that it doesn't have the following disadvantages:			Not original	
135	wiki	135	Siāng hong-piān kah pa̍t-chióng kāng-khóan sú-iōng Lô-má-jī ê gú-bûn chìn-hêng ko͘-thong;	The most common and universally accepted script for Hokkien is Romanized script;			Not original	
136	wiki	136	Lô-má-jī sī piáu-im bûn-jī, ē-tàng chún-khak lâi phiau-sī kah kì-lio̍h gú-im;	Romanized script is a phonetic script, which can accurately reflect and remember pronunciation;			Not original	
137	wiki	137	Ū tiān-niáu chhù-lí hong-bīn ê iu-sè; put-jî-kò hiān-chú-sî tùi Bân-lâm-gí Lô-má-jī lâi kóng, chit khoán ê "iu-sè" put chhûn-chāi, in-ūi Bân-lâm-gí Lô-má-jī tī chit hong-bīn tú-chiah leh khí-pō͘ niâ, iáu koh m̄-sī chin sêng-se̍k, iáu goân ū bē-chió khiàm-tiám tī-leh.	It contains a wealth of information about the history of the population; however, at present, the term "historical information" in Hokkien Romanized script is not very accurate because Hokkien Romanized script has undergone many changes and not all of them are well documented, plus there are still unresolved issues.			Not original	
138	wiki	138	Sú-iōng chôan-Lô ē-tàng thiat-tóe thoat-lī Hàn-jī ê sok-pa̍k.	Using full Romanization can avoid the complexity of Chinese characters.			Not original	
139	wiki	139	Chi-chhî thoat-Hàn--ê koh ū nn̄g chióng bô kâng koan-tiám ê lâng. Chi̍t chióng jīn-ûi beh thoat-Hàn sī in-ūi Hàn-jī bô-kàu iōng, hāu-ek kē, chiâⁿ lióng-kong. Lēng-gōa chi̍t chióng chú-tioⁿ chí-ū thoat-Hàn chiah ē-tàng hō͘ Tâi-ôan tī bûn-hòa siōng ôan-chôan lâi kah Tiong-kok chhé hō͘-i lī-lī-lī.	There are two main reasons why some people resist using Chinese characters. The first reason is practicality: some people just find Chinese characters to be too hard and complicated to use. The second reason is more ideological. They believe that by refusing to use Chinese characters, Taiwan can culturally distinguish itself from China more completely.			Not original	
140	wiki	140	Bo̍k-chiân, Tâi-ôan Bân-lâm-gú-bûn ê su-siá, khah sêng-kong--ê pau-koat:	In summary, the writing system of Taiwanese Hokkien literature, the most characteristic ways include:			Not original	
141	wiki	141	(1) Chit-kòa-á chhái-iōng chôan-Lô a̍h-sī Hàn-Lô ê khan-bu̍t, pí-lūn kóng Tâi-bûn Thong-sìn, Tâi-bûn Bóng-pò téng-téng;	(1) Using purely Romanized script or a mix of Chinese characters and Romanized script, for example, in the Taiwanese Literature Compass, Taiwanese Daily, etc.			Not original	
142	wiki	142	Bāng-chām, chhan-chhiūⁿ ôan-chôan chhái-iōng POJ ê Bân-lâm-gí Wikipedia kah i ê chí-bē sū-kang téng-téng.	On the other hand, examples like the Hokkien Wikipedia and its sister projects are completely in POJ (Pe̍h-ōe-jī).			Not original	
143	wiki	143	Tān-sī iōng choân-Lô iah-sī phian-Lô ê bûn-jī su-siá, e̍k chō-sêng kóng Bân-lâm-gí ê bîn-chiòng khòaⁿ-bô, piàn-sêng chi̍t-chióng chū-ngô͘ ê hong-hoat, hō͘ ta̍k-ke khòaⁿ-bô ê bûn-thé ê hoat-tián sī khah khùn-lân ê.	However, writing in full Romanization or semi-Romanization presents an obvious drawback: it will make Hokkien text incomprehensible to those who are only familiar with Chinese characters, which is a major challenge for promoting the reading of such literature.			Not original	
1001	omniglot	1	hoan-gêng kong-lîm	Welcome	歡迎光臨			
1002	omniglot	2	lí-hó	Hello	你好			
1003	omniglot	3	lí chia̍h pá bōe	Have you eaten?	你食飽未？			
1004	omniglot	4	Chia̍h pá-ah	I am full	食飽矣			
1005	omniglot	5	lí hó-bò	How are you?	你好無?			
1006	omniglot	6	(Góa) chin-hó, to-siā, lí-neh?	(I'm) fine, thanks, and you?	(我) 真好，多謝，你呢？			
1007	omniglot	7	(Góa) bē-bái, to-siā, lí-neh?	(I'm) not bad, thanks, and you?	(我) 袂䆀，多謝，你呢？			
1008	omniglot	8	chin-kú bô khòaⁿ lí	Long time no see	真久無看你			
1009	omniglot	9	chhiáⁿ-mn̄g, lí kùi-sèⁿ?	Excuse me, what's your name?	請問，你貴姓？			
1010	omniglot	10	lí kiò sáⁿ-mih miâ?	What's your name?	你叫啥物名？			
1011	omniglot	11	góa sèⁿ ...	My name is ...	我姓 ...			
1012	omniglot	12	lí sī tó-ūi ê lâng?	Where are you from?	你是佗位的人？			
1013	omniglot	13	góa sī ...lâng	I'm from ...	我是...人			
1014	omniglot	14	Góa chin hoaⁿ-hí kah lí se̍k-sāi	Pleased to meet you	我真歡喜佮你熟似			
1015	omniglot	15	gâu-chá	Good morning	𠢕早			
1016	omniglot	16	gō-an	Good afternoon	午安 			
1017	omniglot	17	àm-an	Good evening	暗安 			
1018	omniglot	18	àm-an	Good night	暗安 			
1019	omniglot	19	chài-kiàn	Goodbye	再見			
1020	omniglot	20	hó-ūn	Good luck!	好運 			
1021	omniglot	21	kan poe!	Cheers!	乾杯!			
1022	omniglot	22	chiok lí kin á ji̍t chin hó ê ji̍t chí	Have a nice day	祝你今仔日真好的日子			
1023	omniglot	23	chia̍h hok	Bon appetit	食福			
1024	omniglot	24	sūn-kiâⁿ	Bon voyage	順行			
1025	omniglot	25	lí thiaⁿ-ū-bô?	Do you understand?	你聽有無？			
1026	omniglot	26	góa thiaⁿ-ū	I understand	我聽有			
1027	omniglot	27	góa thiaⁿ-bô	I don't understand	我聽無			
1028	omniglot	28	góa m̄ chai-iáⁿ	I don't know	我毋知影			
1029	omniglot	29	chhiaⁿ kóng koh khah bān	Please speak more slowly	請講閣較慢			
1030	omniglot	30	chhiáⁿ koh-kóng chi̍t-pái	Please say that again	請閣講一擺			
1031	omniglot	31	chhìa sía khí lâi	Please write it down	請寫起來			
1032	omniglot	32	lí ē-hiáu kóng tâi-gí bô	Do you speak Taiwanese?	你會曉講台語無?			
1033	omniglot	33	ē-hiáu, chi̍t-sut-á	Yes, a little	會曉, 一屑仔			
1034	omniglot	34	tâi-gí sáⁿ-mih kóng?	How do you say ... in Taiwanese?	台語啥物講?			
1035	omniglot	35	lōa-chē chîⁿ?	How much is this?	偌濟錢？			
1036	omniglot	36	sit-lé	Sorry	失禮			
1037	omniglot	37	chhiáⁿ	Please	請			
1038	omniglot	38	to-siā	Thank you	多謝			
1039	omniglot	39	bián kheh-khì	You're welcome	免客氣			
1040	omniglot	40	piān-so tī tó-ūi?	Where's the toilet?	便所佇佗位？			
1041	omniglot	41	chit-ūi sian-seⁿ beh chhiáⁿ lì	This gentleman will pay for everything	這位先生欲請你			
1042	omniglot	42	chit-ūi lí-sū beh chhiáⁿ lì	This lady will pay for everything	這位女士欲請你			
1043	omniglot	43	lì ài-beh hām góa thiàu-bú bô?	Would you like to dance with me?	你愛欲和我跳舞無？			
1044	omniglot	44	góa chin siàu-liām lì	I miss you	我真數念你			
1045	omniglot	45	góa ài lì	I love you	我愛你			
1046	omniglot	46	kóaⁿ kín hoe ho̍k	Get well soon	趕緊恢復			
1047	omniglot	47	khì!	Go away!	去！			
1048	omniglot	48	mài koan góa!	Leave me alone!	莫關我！			
1049	omniglot	49	kiù-miā!	Help!	救命！			
1050	omniglot	50	hóe!	Fire!	火！			
1051	omniglot	51	thêng!	Stop!	停！			
1052	omniglot	52	kiò kéng-chhat	Call the police!	叫警察!			
1053	omniglot	53	sèng-tàn-chat khòai-lo̍k	Merry Christmas	聖誕節快樂			
1054	omniglot	54	sin-nî khòai-lo̍k	Happy New Years	新年快樂			
1055	omniglot	55	kiong-hí hoat-châi	Happy Chinese New Year	恭喜發財			
1056	omniglot	56	ho̍k-o̍ah-chat khòai-lo̍k	Happy Easter	復活節快樂			
1057	omniglot	57	seng-ji̍t khòai-lo̍k	Happy Birthday	生日快樂			
1058	omniglot	58	chi̍t-chéng gí-giân éng-óan bô-kàu	One language is never enough	一種語言永遠無夠			
1059	omniglot	59	góa-ê khì-tiām-chûn chhiong-boán liáu lô͘-môa	My hovercraft is full of eels	我的氣墊船充滿了鱸鰻			